Nome;Motor;Ano;Quilometragem;Zero_km;Acessórios;Valor
Cerato;Motor V6;2011;48796;False;['Sensor de estacionamento', 'Câmera de estacionamento', 'Freios ABS', 'Vidros elétricos', 'Controle de estabilidade', 'Câmbio automático', 'Controle de tração', 'Bancos de couro'];87975.3
XC60;Motor 4.0 Turbo;2019;;True;['Painel digital', 'Piloto automático', 'Central multimídia', 'Controle de tração', 'Travas elétricas', 'Rodas de liga', 'Controle de estabilidade', '4 X 4'];77675.79
LS 460L;Motor Diesel V8;2010;89685;False;['Rodas de liga', 'Freios ABS', 'Controle de tração', 'Câmbio automático', 'Câmera de estacionamento', '4 X 4', 'Painel digital', 'Travas elétricas'];58881.67
Lamborghini Sesto Elemento;Motor V8;2007;85384;False;['Sensor crepuscular', 'Freios ABS', 'Ar condicionado', 'Painel digital', 'Travas elétricas', 'Bancos de couro', 'Sensor de estacionamento', '4 X 4'];55081.99
Lamborghini Huracán;Motor V8;1994;98108;False;['Sensor de chuva', 'Sensor de estacionamento', 'Câmera de estacionamento', 'Bancos de couro', 'Rodas de liga', '4 X 4', 'Câmbio automático', 'Vidros elétricos'];118826.44
A7;Motor 1.0 8v;2007;71280;False;['Sensor de chuva', 'Vidros elétricos', 'Sensor crepuscular', '4 X 4', 'Câmbio automático', 'Controle de tração', 'Bancos de couro', 'Painel digital'];137627.62
Phantom 2013;Motor V8;2014;27505;False;['Controle de estabilidade', 'Piloto automático', 'Câmbio automático', 'Câmera de estacionamento', 'Controle de tração', 'Teto panorâmico', 'Painel digital', 'Ar condicionado'];51759.58
Cadillac Ciel concept;Motor V8;1991;29981;False;['Bancos de couro', 'Painel digital', 'Sensor de chuva', 'Travas elétricas', 'Sensor de estacionamento', 'Vidros elétricos', 'Rodas de liga', 'Piloto automático'];51667.06
Classe GLK;Motor 5.0 V8 Bi-Turbo;2002;52637;False;['Rodas de liga', 'Controle de tração', 'Câmbio automático', 'Teto panorâmico', 'Ar condicionado', '4 X 4', 'Central multimídia', 'Sensor crepuscular'];68934.03
Aston Martin DB5;Motor Diesel;1996;7685;False;['Ar condicionado', '4 X 4', 'Câmbio automático', 'Freios ABS', 'Controle de tração', 'Câmera de estacionamento', 'Painel digital', 'Central multimídia'];122110.9
Macan;Motor Diesel V6;1992;50188;False;['Central multimídia', 'Teto panorâmico', 'Vidros elétricos', 'Controle de tração', 'Rodas de liga', 'Freios ABS', 'Câmera de estacionamento', 'Travas elétricas'];90381.47
